actual dist,angle,var
3.25-3.5,0.4-0.6,0.000782777154876
3.25-3.5,0.2-0.4,0.00103526912378
3.25-3.5,0.2-0.4,0.00103198335377
3.25-3.5,0.0-0.2,0.000948547538666
3.25-3.5,0.0-0.2,0.000842563857069
3.25-3.5,0.0-0.2,0.00119208129906
3.25-3.5,0.0-0.2,0.000705183345675
3.25-3.5,0.0-0.2,0.000599279330957
3.5-3.75,0.0-0.2,0.000674489697716
3.5-3.75,0.0-0.2,0.000924124145923
3.5-3.75,0.0-0.2,0.000691258374634
3.5-3.75,0.2-0.4,0.000723671727566
3.5-3.75,0.2-0.4,0.000512045788771
3.5-3.75,0.2-0.4,0.000470317791276
3.5-3.75,0.4-0.6,0.000536692818147
3.5-3.75,0.4-0.6,0.00056589451432
3.5-3.75,0.6-0.8,0.000740880894246
3.5-3.75,0.6-0.8,0.000332569578104
3.5-3.75,0.6-0.8,0.000809033799832
3.5-3.75,0.8-1.0,0.000680262180386
3.5-3.75,0.8-1.0,0.00101652905428
3.5-3.75,0.8-1.0,0.000510570294608
3.5-3.75,1.0-1.2,0.000788748297588
3.5-3.75,1.0-1.2,0.000854297680516
3.5-3.75,1.2-1.4,0.000615395795032
3.5-3.75,1.2-1.4,0.000480826399156
3.5-3.75,1.4-1.6,0.000390228719237
3.5-3.75,1.4-1.6,0.000674580068429
3.5-3.75,1.4-1.6,0.000598067645239
3.5-3.75,1.4-1.6,0.000450573917663
3.5-3.75,1.2-1.4,0.000505526083781
3.5-3.75,1.2-1.4,0.000459428330185
3.5-3.75,1.2-1.4,0.000363695300563
3.25-3.5,1.2-1.4,0.000394359600064
3.25-3.5,1.0-1.2,0.000465232707396
3.25-3.5,1.0-1.2,0.000485969194379
3.25-3.5,0.8-1.0,0.000384871783026
3.25-3.5,0.8-1.0,0.000600336430747
3.25-3.5,0.8-1.0,0.000486103008729
3.25-3.5,0.6-0.8,0.00135196284611
3.25-3.5,0.6-0.8,0.00111452903979
3.25-3.5,0.4-0.6,0.00127828725793
3.25-3.5,0.4-0.6,0.00130142058963
3.25-3.5,0.4-0.6,0.00127107900366
3.25-3.5,0.2-0.4,0.00140407024769
3.25-3.5,0.2-0.4,0.00114610426171
3.25-3.5,0.2-0.4,0.00143684373305
3.25-3.5,0.0-0.2,0.00154325829575
3.25-3.5,0.0-0.2,0.00135853389243
3.25-3.5,0.0-0.2,0.00154534573461
3.25-3.5,0.0-0.2,0.000878786211993
3.25-3.5,0.0-0.2,0.00179273694039
3.5-3.75,0.0-0.2,0.000854876069991
3.5-3.75,0.0-0.2,0.000507769769873
3.5-3.75,0.2-0.4,0.000614499755046
3.5-3.75,0.2-0.4,0.000510019975065
3.5-3.75,0.2-0.4,0.000966209124524
3.5-3.75,0.4-0.6,0.000975248328984
3.5-3.75,0.4-0.6,0.000840859570241
3.5-3.75,0.6-0.8,0.000671019359726
3.5-3.75,0.6-0.8,0.000644990633586
3.5-3.75,0.8-1.0,0.000525919982481
3.5-3.75,0.8-1.0,0.000527322299243
3.5-3.75,1.0-1.2,0.000375564993399
3.5-3.75,1.2-1.4,0.000176809629861
3.5-3.75,1.2-1.4,0.000399316544994
3.5-3.75,1.4-1.6,0.000271094204143
3.5-3.75,1.4-1.6,0.000568570514769
3.5-3.75,1.4-1.6,0.000484301835963
3.5-3.75,1.4-1.6,0.000804380640839
3.5-3.75,1.2-1.4,0.000907653988795
3.5-3.75,1.2-1.4,0.0013812466618
3.5-3.75,1.2-1.4,0.000778555333539
3.5-3.75,1.0-1.2,0.000419242620002
3.5-3.75,1.0-1.2,0.00116778784759
3.5-3.75,0.8-1.0,0.00127370708674
3.5-3.75,0.8-1.0,0.000708003452943
3.5-3.75,0.8-1.0,0.00144027271812
3.5-3.75,0.6-0.8,0.000546739063867
3.5-3.75,0.6-0.8,0.00112888311451
3.5-3.75,0.4-0.6,0.000597878001604
3.5-3.75,0.2-0.4,0.000464295691904
3.5-3.75,0.2-0.4,0.000622182625029
3.5-3.75,0.2-0.4,0.00102284292631
3.5-3.75,0.2-0.4,0.000606479392237
3.5-3.75,0.0-0.2,0.00114033661355
3.5-3.75,0.0-0.2,0.00170901363659
3.5-3.75,0.0-0.2,0.00135544052261
3.5-3.75,0.0-0.2,0.000612721679933
3.5-3.75,0.0-0.2,0.000406468324363
3.5-3.75,0.2-0.4,0.000499521192211
3.5-3.75,0.2-0.4,0.000398167038802
3.5-3.75,0.4-0.6,0.000314656660832
3.5-3.75,0.4-0.6,0.000327517937339
3.5-3.75,0.6-0.8,0.000496808517907
3.5-3.75,0.6-0.8,0.000459885045394
3.5-3.75,0.6-0.8,0.000414029676818
3.5-3.75,0.8-1.0,0.000319373423074
3.5-3.75,0.8-1.0,0.00027268734689
3.5-3.75,1.0-1.2,0.000387005087075
3.5-3.75,1.0-1.2,0.000657761091518
3.5-3.75,1.0-1.2,0.000802088981362
3.5-3.75,1.2-1.4,0.000576110223
3.5-3.75,1.4-1.6,0.000581755978191
3.5-3.75,1.4-1.6,0.000295772471096
3.5-3.75,1.4-1.6,0.000692844688527
3.5-3.75,1.4-1.6,0.000779333653754
3.5-3.75,1.4-1.6,0.000720877414309
3.5-3.75,1.2-1.4,0.000462177341444
3.5-3.75,1.2-1.4,0.000465974765341
3.5-3.75,1.2-1.4,0.000295089414944
3.5-3.75,1.0-1.2,0.000501899209644
3.5-3.75,1.0-1.2,0.000371119054842
3.5-3.75,0.8-1.0,0.000371261541513
3.5-3.75,0.8-1.0,0.000409199573426
3.5-3.75,0.8-1.0,0.000495755686796
3.5-3.75,0.6-0.8,0.000832004663922
3.5-3.75,0.4-0.6,0.000751477899237
3.5-3.75,0.4-0.6,0.000658381307859
3.5-3.75,0.2-0.4,0.000405588537429
3.5-3.75,0.2-0.4,0.00079453047699
3.5-3.75,0.0-0.2,0.00118801536788
3.5-3.75,0.0-0.2,0.000733064615334
3.5-3.75,0.0-0.2,0.00069605254781
3.75-4.0,0.0-0.2,0.000315850916748
3.75-4.0,0.0-0.2,0.000223013401631
3.75-4.0,0.2-0.4,0.000520995393585
3.75-4.0,0.2-0.4,0.000465725018691
3.75-4.0,0.4-0.6,0.00101388297793
3.75-4.0,0.6-0.8,0.000965900030732
3.75-4.0,0.6-0.8,0.00102618339515
3.75-4.0,0.8-1.0,0.000550744791648
3.75-4.0,1.0-1.2,0.000403101224419
3.75-4.0,1.0-1.2,0.000337244731885
3.75-4.0,1.2-1.4,0.000416331361848
3.75-4.0,1.2-1.4,0.000373221727516
3.75-4.0,1.4-1.6,0.000433414592739
3.75-4.0,1.4-1.6,0.000276672822769
3.75-4.0,1.4-1.6,0.000468456467424
3.75-4.0,1.4-1.6,0.000648606606282
3.75-4.0,1.2-1.4,0.000989602418299
3.5-3.75,1.2-1.4,0.000782001626945
3.5-3.75,1.0-1.2,0.00098798892691
3.5-3.75,1.0-1.2,0.00049019757171
3.5-3.75,0.8-1.0,0.000562692068654
3.5-3.75,0.8-1.0,0.000512980301129
3.5-3.75,0.8-1.0,0.000561465382819
3.5-3.75,0.6-0.8,0.000401143794184
3.5-3.75,0.6-0.8,0.00035149051917
3.5-3.75,0.6-0.8,0.000362704117069
3.5-3.75,0.4-0.6,0.00020865295325
3.5-3.75,0.4-0.6,0.000528463320209
3.5-3.75,0.2-0.4,0.000851308330351
3.5-3.75,0.2-0.4,0.000796831409326
3.5-3.75,0.2-0.4,0.00138656393252
3.5-3.75,0.2-0.4,0.00125564134704
3.5-3.75,0.0-0.2,0.000633450381629
3.5-3.75,0.0-0.2,0.000882710945212
3.5-3.75,0.0-0.2,0.00151300431304
3.75-4.0,0.0-0.2,0.000681389961435
3.75-4.0,0.0-0.2,0.000646979089979
3.75-4.0,0.0-0.2,0.000620413294438
3.75-4.0,0.2-0.4,0.000685079509487
3.75-4.0,0.2-0.4,0.000905776860958
3.75-4.0,0.2-0.4,0.00061502967134
3.75-4.0,0.4-0.6,0.00053677967859
3.75-4.0,0.4-0.6,0.000440629012309
3.75-4.0,0.6-0.8,0.000491017555379
3.75-4.0,0.6-0.8,0.000608388727168
3.75-4.0,0.8-1.0,0.000281064021444
3.75-4.0,1.0-1.2,0.000335898862076
3.75-4.0,1.0-1.2,0.000236690348723
3.75-4.0,1.0-1.2,0.000340184229377
3.75-4.0,1.2-1.4,0.000884493004066
3.75-4.0,1.2-1.4,0.000812270062449
3.75-4.0,1.4-1.6,0.000440225935133
3.75-4.0,1.4-1.6,0.000382285132221
3.75-4.0,1.4-1.6,0.000504979609592
3.75-4.0,1.4-1.6,0.000268792034592
3.75-4.0,1.2-1.4,0.00032765429081
3.75-4.0,1.2-1.4,0.000374630340013
3.75-4.0,1.2-1.4,0.000305864788542
3.75-4.0,1.0-1.2,0.000349606970162
3.75-4.0,1.0-1.2,0.000432187249368
3.75-4.0,1.0-1.2,0.000441017149879
3.75-4.0,0.8-1.0,0.000344351835608
3.75-4.0,0.8-1.0,0.000352293765551
3.75-4.0,0.6-0.8,0.000455197929141
3.75-4.0,0.6-0.8,0.000439512409498
3.75-4.0,0.4-0.6,0.000825851860683
3.75-4.0,0.4-0.6,0.000945247546203
3.75-4.0,0.4-0.6,0.00118016385617
3.75-4.0,0.2-0.4,0.000759293643517
3.75-4.0,0.2-0.4,0.000765369435586
3.75-4.0,0.0-0.2,0.000591101232434
3.75-4.0,0.0-0.2,0.000941307072136
3.75-4.0,0.0-0.2,0.00104869283446
3.75-4.0,0.0-0.2,0.000720577812396
3.75-4.0,0.0-0.2,0.000541063226443
3.75-4.0,0.0-0.2,0.000260617056224
3.75-4.0,0.2-0.4,0.00028703727672
3.75-4.0,0.2-0.4,0.000320629965763
3.75-4.0,0.4-0.6,0.000165059756599
3.75-4.0,0.4-0.6,0.000266014470427
3.75-4.0,0.6-0.8,0.000273751595628
3.75-4.0,0.6-0.8,0.00029236775882
3.75-4.0,0.8-1.0,0.000488495539719
3.75-4.0,0.8-1.0,0.000517518104528
3.75-4.0,1.0-1.2,0.000419660103903
3.75-4.0,1.0-1.2,0.000501979324177
3.75-4.0,1.2-1.4,0.000557729672017
3.75-4.0,1.2-1.4,0.000212033961533
3.75-4.0,1.4-1.6,0.000303029670755
3.75-4.0,1.4-1.6,0.000198694267912
3.75-4.0,1.4-1.6,0.000566717967507
3.75-4.0,1.4-1.6,0.000489052533903
3.75-4.0,1.2-1.4,0.000338946566804
3.75-4.0,1.2-1.4,0.000755052077629
3.75-4.0,1.2-1.4,0.000821541283277
3.75-4.0,1.0-1.2,0.000415526848773
3.75-4.0,1.0-1.2,0.000691786296179
3.75-4.0,0.8-1.0,0.000460072245854
3.75-4.0,0.8-1.0,0.000614087044398
3.75-4.0,0.6-0.8,0.000593165895758
3.75-4.0,0.6-0.8,0.000435704990423
3.75-4.0,0.4-0.6,0.000328080123999
3.75-4.0,0.4-0.6,0.000220363548971
3.75-4.0,0.2-0.4,0.000610167025565
3.75-4.0,0.2-0.4,0.000513753258983
3.75-4.0,0.0-0.2,0.000367174474451
3.75-4.0,0.0-0.2,0.000798503952596
3.75-4.0,0.0-0.2,0.000460115271781
4.0-4.25,0.0-0.2,0.000595763661862
4.0-4.25,0.0-0.2,0.00064689517289
4.0-4.25,0.0-0.2,0.000506822011701
4.0-4.25,0.2-0.4,0.000546382594076
4.0-4.25,0.2-0.4,0.0010729226332
4.0-4.25,0.4-0.6,0.000514511498596
4.0-4.25,0.4-0.6,0.000416683751334
4.0-4.25,0.4-0.6,0.000512660445244
4.0-4.25,0.6-0.8,0.000468589116948
4.0-4.25,0.6-0.8,0.000637140055081
4.0-4.25,0.8-1.0,0.00031906735192
4.0-4.25,0.8-1.0,0.000271662182808
4.0-4.25,1.0-1.2,0.00024840160881
4.0-4.25,1.0-1.2,0.00086002111834
4.0-4.25,1.2-1.4,0.000803772511236
4.0-4.25,1.2-1.4,0.000346014568492
4.0-4.25,1.4-1.6,0.000763293380209
4.0-4.25,1.4-1.6,0.000734464682203
4.0-4.25,1.4-1.6,0.000774213016373
3.75-4.0,1.4-1.6,0.000611265345255
3.75-4.0,1.2-1.4,0.000469208959455
3.75-4.0,1.2-1.4,0.000442249190525
3.75-4.0,1.2-1.4,0.000347048991801
3.75-4.0,1.0-1.2,0.0002637822504
3.75-4.0,1.0-1.2,0.00059373519273
3.75-4.0,0.8-1.0,0.000589022791788
3.75-4.0,0.8-1.0,0.000524920434083
3.75-4.0,0.8-1.0,0.000581020968195
3.75-4.0,0.6-0.8,0.000407021434372
3.75-4.0,0.6-0.8,0.000228947957932
3.75-4.0,0.4-0.6,0.000132096888811
3.75-4.0,0.4-0.6,0.000325311515804
3.75-4.0,0.4-0.6,0.000375205441104
3.75-4.0,0.2-0.4,0.000435048409289
3.75-4.0,0.2-0.4,0.000464460765993
3.75-4.0,0.2-0.4,0.000222725436848
3.75-4.0,0.0-0.2,0.000233183738079
3.75-4.0,0.0-0.2,0.000430527319313
4.0-4.25,0.0-0.2,0.000404017798234
4.0-4.25,0.0-0.2,0.000256074963194
4.0-4.25,0.2-0.4,0.000285101737552
4.0-4.25,0.2-0.4,0.000539435879329
4.0-4.25,0.2-0.4,0.000438030366607
4.0-4.25,0.4-0.6,0.00066114414909
4.0-4.25,0.4-0.6,0.00120170820191
4.0-4.25,0.6-0.8,0.000938425758663
4.0-4.25,0.6-0.8,0.000605156772749
4.0-4.25,0.6-0.8,0.000480132932016
4.0-4.25,0.8-1.0,0.000177981662889
4.0-4.25,0.8-1.0,0.00033827711349
4.0-4.25,1.0-1.2,0.000331093308616
4.0-4.25,1.0-1.2,0.000499625206904
4.0-4.25,1.2-1.4,0.000224149715125
4.0-4.25,1.2-1.4,0.000281134631455
4.0-4.25,1.4-1.6,0.000509882562599
4.0-4.25,1.4-1.6,0.000540065903287
4.0-4.25,1.4-1.6,0.000560708093575
4.0-4.25,1.4-1.6,0.000901468236929
4.0-4.25,1.2-1.4,0.000844877715008
4.0-4.25,1.2-1.4,0.000804173843928
4.0-4.25,1.2-1.4,0.000486410475526
4.0-4.25,1.0-1.2,0.000934437185353
4.0-4.25,1.0-1.2,0.000643958774166
4.0-4.25,0.8-1.0,0.000452854221506
4.0-4.25,0.8-1.0,0.000634306621269
4.0-4.25,0.6-0.8,0.000600853646821
4.0-4.25,0.6-0.8,0.00038961068382
4.0-4.25,0.4-0.6,0.0006233186909
4.0-4.25,0.4-0.6,0.000500224969718
4.0-4.25,0.4-0.6,0.00103260600245
4.0-4.25,0.2-0.4,0.000793127726783
4.0-4.25,0.2-0.4,0.000479062863075
4.0-4.25,0.2-0.4,0.000858625365658
4.0-4.25,0.0-0.2,0.0010560480199
4.0-4.25,0.0-0.2,0.000501037466817
4.0-4.25,0.0-0.2,0.000472093601578
4.0-4.25,0.0-0.2,0.000417034020296
4.0-4.25,0.0-0.2,0.00054034701524
4.0-4.25,0.2-0.4,0.000807067691625
4.0-4.25,0.2-0.4,0.000955949665002
4.0-4.25,0.4-0.6,0.000995747820705
4.0-4.25,0.6-0.8,0.000469128415548
4.0-4.25,0.6-0.8,0.00075202066973
4.0-4.25,0.8-1.0,0.000569076326643
4.0-4.25,0.8-1.0,0.000274498354949
4.0-4.25,1.0-1.2,0.000373961548412
4.0-4.25,1.0-1.2,0.000778784799871
4.0-4.25,1.2-1.4,0.000391446156114
4.0-4.25,1.2-1.4,0.000178011468678
4.0-4.25,1.4-1.6,0.000175282660765
4.0-4.25,1.4-1.6,0.000708205822584
4.0-4.25,1.4-1.6,0.0010328560163
4.0-4.25,1.2-1.4,0.00140008787289
4.0-4.25,1.2-1.4,0.000821449064586
4.0-4.25,1.2-1.4,0.00115252917387
4.0-4.25,1.0-1.2,0.000751651863779
4.0-4.25,1.0-1.2,0.000638126913672
4.0-4.25,1.0-1.2,0.000482721680925
4.0-4.25,0.8-1.0,0.000615246850888
4.0-4.25,0.8-1.0,0.000453426963984
4.0-4.25,0.8-1.0,0.000339304689848
4.0-4.25,0.6-0.8,0.000407968250885
4.0-4.25,0.6-0.8,0.000628919468045
4.0-4.25,0.4-0.6,0.00124418260209
4.0-4.25,0.4-0.6,0.00101866813907
4.0-4.25,0.2-0.4,0.000818965515953
4.0-4.25,0.0-0.2,0.000947139133748
4.0-4.25,0.0-0.2,0.000654926461136
4.0-4.25,0.0-0.2,0.00118656877678
4.0-4.25,0.0-0.2,0.00128536296008
4.25-4.5,0.0-0.2,0.000215141577581
4.25-4.5,0.0-0.2,0.00041469253609
4.25-4.5,0.2-0.4,0.000577892019739
4.25-4.5,0.2-0.4,0.000761001833411
4.25-4.5,0.4-0.6,0.000492481713828
4.25-4.5,0.4-0.6,0.000430079756766
4.25-4.5,0.6-0.8,0.000381622691365
4.0-4.25,0.6-0.8,0.000364163601712
4.25-4.5,0.8-1.0,0.000793641425078
4.0-4.25,0.8-1.0,0.000257755540468
4.0-4.25,1.0-1.2,0.000344826945566
4.0-4.25,1.0-1.2,0.000364940260023
4.0-4.25,1.2-1.4,0.000444136348989
4.0-4.25,1.2-1.4,0.000308790986351
4.0-4.25,1.4-1.6,0.000465394762611
4.0-4.25,1.4-1.6,0.000469758991838
4.0-4.25,1.2-1.4,0.000431805490241
4.0-4.25,1.2-1.4,0.000410743722905
4.0-4.25,1.2-1.4,0.000423224277858
4.0-4.25,1.0-1.2,0.000305066819606
4.0-4.25,1.0-1.2,0.00050860535199
4.0-4.25,0.8-1.0,0.00045632535527
4.0-4.25,0.8-1.0,0.000841837365862
4.0-4.25,0.6-0.8,0.00137996881701
4.0-4.25,0.6-0.8,0.00126634950804
4.0-4.25,0.4-0.6,0.000589127149878
4.0-4.25,0.4-0.6,0.000397020604303
4.0-4.25,0.2-0.4,0.000565017222313
4.0-4.25,0.2-0.4,0.000394694611931
4.0-4.25,0.0-0.2,0.00102238530833
4.0-4.25,0.0-0.2,0.000566529209202
4.0-4.25,0.0-0.2,0.000596204249379
4.25-4.5,0.0-0.2,0.000382575484399
4.25-4.5,0.0-0.2,0.000525530377165
4.25-4.5,0.2-0.4,0.000587095887094
4.25-4.5,0.4-0.6,0.000566347651233
4.25-4.5,0.4-0.6,0.00077963347349
4.25-4.5,0.6-0.8,0.000772499799973
4.25-4.5,0.6-0.8,0.000473888992534
4.25-4.5,0.8-1.0,0.000283915311211
4.25-4.5,0.8-1.0,0.000265662041473
4.25-4.5,1.0-1.2,0.000266179167296
4.25-4.5,1.0-1.2,0.000452097671557
4.25-4.5,1.2-1.4,0.000841294679627
4.25-4.5,1.2-1.4,0.000284873276603
4.25-4.5,1.4-1.6,0.000475350736911
4.25-4.5,1.4-1.6,0.000467385362018
4.25-4.5,1.4-1.6,0.000534499755254
4.25-4.5,1.4-1.6,0.00109836383065
4.25-4.5,1.2-1.4,0.00066544600231
4.25-4.5,1.2-1.4,0.000367206717166
4.25-4.5,1.2-1.4,0.000281083225428
4.25-4.5,1.0-1.2,0.000487997158077
4.25-4.5,1.0-1.2,0.000253492218257
4.25-4.5,0.8-1.0,0.000554918643697
4.25-4.5,0.8-1.0,0.000659501281824
4.25-4.5,0.8-1.0,0.000798395435694
4.25-4.5,0.6-0.8,0.00078553539555
4.0-4.25,0.6-0.8,0.000329039041187
4.0-4.25,0.4-0.6,0.0002558410733
4.0-4.25,0.4-0.6,0.000642214130197
4.0-4.25,0.2-0.4,0.000748173709805
4.0-4.25,0.2-0.4,0.000917714169092
4.0-4.25,0.0-0.2,0.000751115891773
4.0-4.25,0.0-0.2,0.000544743590416
4.0-4.25,0.0-0.2,0.00076348275527
4.25-4.5,0.0-0.2,0.000421746569832
4.25-4.5,0.0-0.2,0.000696248541193
4.25-4.5,0.0-0.2,0.000187490291043
4.25-4.5,0.0-0.2,0.000298521589228
4.25-4.5,0.2-0.4,0.000240204606366
4.25-4.5,0.4-0.6,0.000300178543085
4.25-4.5,0.4-0.6,0.000240342091072
4.25-4.5,0.4-0.6,0.000260513787543
4.25-4.5,0.4-0.6,0.000363925680516
4.25-4.5,0.6-0.8,0.000340586325876
4.25-4.5,0.6-0.8,0.000278057195792
4.25-4.5,0.8-1.0,0.000248086667648
4.25-4.5,0.8-1.0,0.00023772434038
4.25-4.5,1.0-1.2,0.000331292077084
4.25-4.5,1.0-1.2,0.000232819904058
4.25-4.5,1.2-1.4,0.000337959512224
4.25-4.5,1.2-1.4,0.000328246150891
4.25-4.5,1.4-1.6,0.000286382181745
4.25-4.5,1.4-1.6,0.000169340622422
4.25-4.5,1.4-1.6,0.000319506975154
4.25-4.5,1.4-1.6,0.000225692804392
4.25-4.5,1.4-1.6,0.000417674639443
4.25-4.5,1.2-1.4,0.000259059560746
4.25-4.5,1.2-1.4,0.00020008115595
4.25-4.5,1.0-1.2,0.000304745411308
4.25-4.5,1.0-1.2,0.000469239114395
4.25-4.5,1.0-1.2,0.000227795956283
4.25-4.5,0.8-1.0,0.000420074442074
4.25-4.5,0.8-1.0,0.000274732180151
4.25-4.5,0.6-0.8,0.000383824164278
4.25-4.5,0.6-0.8,0.000724906428478
4.25-4.5,0.6-0.8,0.000370704632734
4.25-4.5,0.4-0.6,0.000435498099055
4.25-4.5,0.4-0.6,0.000313967014651
4.25-4.5,0.4-0.6,0.000450939098012
4.25-4.5,0.2-0.4,0.000519794778202
4.25-4.5,0.2-0.4,0.000374797168614
4.25-4.5,0.2-0.4,0.000956981935479
4.25-4.5,0.0-0.2,0.000843729665745
4.25-4.5,0.0-0.2,0.000278606844649
4.25-4.5,0.0-0.2,0.000460742626129
4.25-4.5,0.0-0.2,0.000504493106063
4.25-4.5,0.0-0.2,0.000302177912832
4.25-4.5,0.2-0.4,0.000279944320813
4.25-4.5,0.2-0.4,0.00033569506677
4.25-4.5,0.2-0.4,0.000237072097046
4.25-4.5,0.4-0.6,0.000454726962826
4.25-4.5,0.4-0.6,0.000405887012052
4.25-4.5,0.6-0.8,0.00109555031763
4.25-4.5,0.6-0.8,0.000268579576251
4.25-4.5,0.8-1.0,0.000429920465942
4.25-4.5,1.0-1.2,0.000160023079487
4.25-4.5,1.0-1.2,0.000555310351446
4.25-4.5,1.2-1.4,0.000312183378179
4.25-4.5,1.2-1.4,0.000179026959941
4.25-4.5,1.4-1.6,0.000147999574266
4.25-4.5,1.4-1.6,0.000230815848767
4.25-4.5,1.4-1.6,0.000274649456824
4.25-4.5,1.4-1.6,0.000531613205801
4.25-4.5,1.2-1.4,0.000371001244073
4.25-4.5,1.2-1.4,0.000400874848148
4.25-4.5,1.0-1.2,0.000497632173246
4.25-4.5,1.0-1.2,0.000369566217703
4.25-4.5,0.8-1.0,0.000659507364935
4.25-4.5,0.8-1.0,0.000965042320414
4.25-4.5,0.6-0.8,0.000347879242685
4.25-4.5,0.6-0.8,0.000562861355267
4.25-4.5,0.6-0.8,0.000371153585778
4.25-4.5,0.4-0.6,0.000833742346291
4.25-4.5,0.4-0.6,0.000804732059309
4.25-4.5,0.2-0.4,0.000442865988721
4.25-4.5,0.2-0.4,0.000869780423926
4.25-4.5,0.2-0.4,0.00110757211483
4.25-4.5,0.0-0.2,0.00117693952379
4.25-4.5,0.0-0.2,0.000956230560397
4.25-4.5,0.0-0.2,0.000323676622875
4.25-4.5,0.0-0.2,0.000380373575827
4.25-4.5,0.2-0.4,0.000298429718623
4.25-4.5,0.2-0.4,0.000306074071698
4.25-4.5,0.4-0.6,0.000382553439906
4.25-4.5,0.4-0.6,0.00034947998211
4.25-4.5,0.4-0.6,0.000436382970766
4.25-4.5,0.6-0.8,0.00051720640386
4.25-4.5,0.6-0.8,0.000353737107253
4.25-4.5,0.8-1.0,0.000421706366862
4.25-4.5,0.8-1.0,0.000535045913244
4.25-4.5,1.0-1.2,0.00036813209225
4.25-4.5,1.0-1.2,0.000350985852262
4.25-4.5,1.2-1.4,0.000429707849971
4.25-4.5,1.2-1.4,0.000570818778055
4.25-4.5,1.4-1.6,0.000235775942588
4.25-4.5,1.4-1.6,0.0001886229823
4.25-4.5,1.4-1.6,0.000662209001968
4.25-4.5,1.4-1.6,0.000274860744905
4.25-4.5,1.2-1.4,0.000698653303202
4.25-4.5,1.2-1.4,0.000687718064099
4.25-4.5,1.2-1.4,0.000378693425524
4.25-4.5,1.0-1.2,0.00084380242159
4.25-4.5,1.0-1.2,0.000711712069207
4.25-4.5,1.0-1.2,0.00054123850305
4.25-4.5,0.8-1.0,0.000976020333321
4.25-4.5,0.8-1.0,0.000240972175845
4.25-4.5,0.8-1.0,0.000614188569338
4.25-4.5,0.6-0.8,0.00038867782125
4.25-4.5,0.6-0.8,0.000306576765838
4.25-4.5,0.4-0.6,0.000372692038108
4.25-4.5,0.4-0.6,0.000560563209635
4.25-4.5,0.4-0.6,0.000695923485385
4.25-4.5,0.4-0.6,0.000540271461369
4.25-4.5,0.2-0.4,0.000454051603835
4.25-4.5,0.2-0.4,0.000304645922242
4.25-4.5,0.2-0.4,0.000389624802905
4.25-4.5,0.0-0.2,0.000353888836138
4.25-4.5,0.0-0.2,0.000332266300482
4.25-4.5,0.0-0.2,0.000449585488298
4.5-4.75,0.0-0.2,0.000840215285384
4.5-4.75,0.0-0.2,0.000814256629528
4.5-4.75,0.2-0.4,0.00094932582742
4.5-4.75,0.2-0.4,0.00111430629816
4.5-4.75,0.4-0.6,0.00130359192402
4.5-4.75,0.4-0.6,0.00133317160436
4.5-4.75,0.6-0.8,0.002085070513
4.5-4.75,0.6-0.8,0.000699206076067
4.5-4.75,0.8-1.0,0.000368328092429
4.5-4.75,0.8-1.0,0.000672742574565
4.5-4.75,0.8-1.0,0.000492289937153
4.25-4.5,1.0-1.2,0.000362184786616
4.25-4.5,1.0-1.2,0.000575955051725
4.25-4.5,1.2-1.4,0.000545222298279
4.25-4.5,1.2-1.4,0.000648988160135
4.25-4.5,1.2-1.4,0.000858864029044
4.25-4.5,1.4-1.6,0.000507672715738
4.25-4.5,1.4-1.6,0.000438488569494
4.25-4.5,1.4-1.6,0.000285046825681
4.25-4.5,1.4-1.6,0.000732149670518
4.25-4.5,1.2-1.4,0.000464173606862
4.25-4.5,1.2-1.4,0.000492792333464
4.25-4.5,1.2-1.4,0.000471153905046
4.25-4.5,1.0-1.2,0.00115613565002
4.25-4.5,1.0-1.2,0.000803930900799
4.25-4.5,0.8-1.0,0.00134696433722
4.25-4.5,0.8-1.0,0.000853031822298
4.25-4.5,0.8-1.0,0.000598514529841
4.25-4.5,0.6-0.8,0.000572699626705
4.25-4.5,0.6-0.8,0.000339936685661
4.25-4.5,0.6-0.8,0.000541792475294
4.25-4.5,0.4-0.6,0.000648835335779
4.25-4.5,0.4-0.6,0.000830709022187
4.25-4.5,0.2-0.4,0.00100277025678
4.25-4.5,0.2-0.4,0.00106991450372
4.25-4.5,0.2-0.4,0.00148802191525
4.25-4.5,0.2-0.4,0.00121750703359
4.25-4.5,0.0-0.2,0.00119025367723
4.25-4.5,0.0-0.2,0.000928374553278
4.25-4.5,0.0-0.2,0.000920611716527
4.5-4.75,0.0-0.2,0.000839421945005
4.5-4.75,0.0-0.2,0.000518379589671
4.5-4.75,0.0-0.2,0.000478532070711
4.5-4.75,0.2-0.4,0.00048441574671
4.5-4.75,0.2-0.4,0.000565303196107
4.5-4.75,0.4-0.6,0.000703301164723
4.5-4.75,0.4-0.6,0.000935700881258
4.5-4.75,0.6-0.8,0.000469396654826
4.5-4.75,0.8-1.0,0.000210483110902
4.5-4.75,0.8-1.0,0.000171987333562
4.5-4.75,1.0-1.2,0.000339710292374
4.5-4.75,1.0-1.2,0.000351717408672
4.5-4.75,1.2-1.4,0.000271933111485
4.5-4.75,1.2-1.4,0.00022840669166
4.5-4.75,1.4-1.6,0.000134721414183
4.5-4.75,1.4-1.6,0.000265348931796
4.5-4.75,1.4-1.6,0.000320156315197
4.5-4.75,1.4-1.6,0.000153671453106
4.5-4.75,1.4-1.6,0.000305061222634
4.5-4.75,1.2-1.4,0.000552689915251
